,Unnamed: 0,description,img,tags,title
A8B8AD,6426,"Bolo cenográfico chá de bebê menino para aluguel. 
No momento não estou fazendo bolos para venda, somente aluguel. 
Infelizmente não temos serviço de entrega, então os bolos devem ser retirados e devolvidos em São Bernardo do Campo - Vila Euclides. 
Os bolos podem ser retirados 2 dias antes e devolvidos até 3 dias após o evento. 
Atendemos São Paulo capital e todo grande ABC.",https://img.elo7.com.br/product/main/1AAC581/bolo-cha-de-bebe-menino-aluguel-bolo-cha-de-bebe.jpg,"aluguel de bolo,abcd,fake,bolo tiffany,bolo,menino,casamento,aluguel,bolo debutante,bolo cenografico fundo do mar,bolo chá de bebê,bolo cenográfico,bolo chá de bebê menino,chá de bebê menino,chá de bebê,bolo fake,cenográfico,bolo de aluguel bolo para aluguel",Bolo Chá de bebê Menino-Aluguel
92CD0D,6462,"Lembrancinhas confeccionadas em biscuit, com todo carinho que seu bebê merece!. 
Consulte sempre a previsão de chegada antes da compra",https://img.elo7.com.br/product/main/171D3FA/lembrancinhas-maternidadebiscuit-rosa.jpg,"lembrancinha maternidade biscuit,chá de bebê,lembrancinhas,chaveiro unicornio biscuit,personalizada,real,lembrancinha chá de fralda biscuit,lembrancinha de biscuit,lembrancinha maternidade,lembrancinha para nascimento de biscuit,azul bebê,biscuit,princesa,bebê príncipe,coroa,rosa,nascimento,azul marinho,lembrancinha chá de bebê biscuit,príncipe,aniversário,chá de fraldas,azul royal,unicórnio de biscuit,bebê bumbum",Lembrancinhas MaternidadeBiscuit
A6C12A,6856,"Marmita Personalizada Marsha e o Urso com nome e idade da criança. 
Feito no tamanho 12 de largura 9 de altura. Papel Adesivo fotográfico a prova d'água em alta resolução. 
Pode ser feito em qualquer tema. 
 
 **Não acompanha balas** 
-------------------------------------------------------- 
Antes de comprar entenda o processo: 
Primeiramente leia as politicas da loja 
- Verifique se o prazo se produção te atende ou contate vendedor para consultar. 
- Cliente faz o pedido 
- Definimos o valor do frete 
- Cliente realiza o pagamento 
- Enviamos a arte para aprovação 
- Após arte aprovada iniciamos a produção e postamos nos correios dentro do prazo estipulado. 
 
-------------------------------------------------------- 
Formas de Envio 
PAC e Sedex (Consultar valor e prazo de entrega em contatar vendedor) 
 
Sugerimos que se tiver urgência opte pelo SEDEX. 
Ainda tem alguma dúvida ? 
_______________________________________________ 
Entre em contato estamos a disposição para te atender !",https://img.elo7.com.br/product/main/1A5BABA/marmita-tv-marsha-e-o-urso-marmita-tv-marsha-e-o-urso.jpg,"adesivo astronauta,saquinho metalizado,saquinho vingadores,caixa milk marsha,marmitinha marsha e o urso,caixa milk 3d marsha e o urso,marsha e o urso na tv,marmita marsha,caixa de leite marsha e o urso,marmita lembrancinha,tv marsha e o urso,tubete chapeuzinho vermelho,personalizados marsha e o urso,festa,marsha e o urso,marsha,marmita marsha e o urso,marmita tv,lembrancinhas,caixa milk marsha e o urso,marmita tv marsha e o urso,marmita personalizada,lembrancinha marsha e o urso,saco metalizado,caixa marsha e o urso,kit festa chapeuzinho vermelho,lembrancinha liga da justiça,caixa milk menina e o urso",Marmita Tv Marsha e o Urso
BD9EB7,6913,"Noite do pijama tema unicórnio 
Kit com pijama de manguinha 
Chinelo, sacolinha, toalhinha, pasta escova tapa.olho e almofada tudo personalizado com o tema que escolher",https://img.elo7.com.br/product/main/1E08080/noite-do-pijama-fesya-do-pijama.jpg,"festa do pijama unicornio,kit noite do pijama,aniversário festa do unicórnio,camisetas batizado,chinelos,kit festa personalizada,pasta personalizada,tapa olho,unicórnio,pasta e escova,noite do pijama,kit festa do pijama,pijama personalizado,pijama,escova personalizada,camisola",Noite do pijama 1 kit unicornio
CEE2CE,7243,Kit 3 peças de Saquinhos Maternidade personalizados !! Bordamos o nome do seu bebê com o tema de sua escolha. Confeccionados com tecido 100% algodão e com visor transparente em plastico resistente e fecho !!,https://img.elo7.com.br/product/main/20CC34E/saquinho-maternidade-kit-3-pecas-menino-e-menina-roupas-sujas.jpg,"elo7br,bolsinha organizadora,menino,saquinho,bolsinha roupa limpa,saquinho para bebê,saco maternidade,menina,saquinho bordado,roupa suja,enxoval chuva de benção,maternidade,kit saquinho maternidade,personalizado,roupa limpa,saquinho maternidade,enxoval personalizado,envelope maternidade,saquinho de roupa limpa,bordado,bebê,organizador de roupas,chá de bebê,azulclaro,enxoval chuva de amor",Saquinho Maternidade kit 3 peças - Menino e Menina
BAC10B,7281,"CANECA EM ACRILICO RESISTENTE, COM TAMPA DE ROSCA E CANUDO COM TRAVA ANTI-QUEDA. 
CANECA SEGUE ADESIVADA EM VINIL A PROVA D'ÁGUA. 
CAPACIDADE +- 400ML 
*NÃO PERSONALIZAMOS ESTE ITEM",https://img.elo7.com.br/product/main/1D8ED32/caneca-convite-daminha-400ml-daminha.jpg,"daminha,floral,copos personalizados para eventos,15 anos,aniversário,copo personalizado despedida de solteira,copo personalizado com tampa e canudo,noiva,segurança das alianças,cerimônia,lembrancinha casamento,caneca,pajem,brindes personalizados para eventos,caneca com canudo,evento,casamento,lembrancinha pajem,convite daminha,lembrancinha floral,bodas,lembrancinha para daminha,copo",CANECA CONVITE DAMINHA - 400ML
C400B9,7302,"TAGS PARA ROUPAS 9x5cm - OPÇÃO DE CORTE ESPECIAL 
 
Quantidade:1.000 
Impressão Off-Set: 4x1 ( Frente Colorida e Verso Preto/Branco) 
AcabAmento: Verniz Brilho Frente + Furo de 3mm 
Papel: Couché 250g 
 (Impressão colorida frente e verso consultar valor) 
 
CORTE ESPECIAL MODELOS PADRÃO, CONFORME TABELA ENVIA APÓS A COMPRA! 
 
 
**CRIAMOS A ARTE SEM CUSTO** 
Obs: Não inclui criação da logo 
 
Prazo para a criação da arte: 
3 dias úteis após o pagamento. 
 
Previsão de prazo da produção do produto: 
7 dias úteis após a aprovação da arte.",https://img.elo7.com.br/product/main/21A0307/tag-para-roupas-e-bijuterias-corte-especial.jpg,"etiqueta,etiqueta para roupa,tagsparavesturario,couchê,tag,etiquestas,roupas,cartela bijoux,tagpararoupas,tag personalizada,etiqueta personalizada,jóias,corte especial,bijuterias,tag bijouteria,tags para roupas,etiqueta para vestuario,tag para loja,bijoux,tag bijuteria,brinco,cartelas para bijouterias,papel,bijouteria",**PROMOÇÃO **TAG PARA ROUPAS E BIJUTERIAS - CORTE ESPECIAL
B6C879,7554,"Mini flores em tecido de cetim ou filet 
Com perola no miolo 
 
Ideais para aplicação em roupas infantis 
 
 
CONFECCIONAMOS EM TODAS AS CORES",https://img.elo7.com.br/product/main/1CEBBC1/mini-flor-de-tecido-com-perola-mini-flor.jpg,"diário da gestante,mini flor em tecido,flor pequena,pérolas,festa,festa jardim das borboletas,nice flores,festa luna,fantasia abelhinha,saia tutu pink,borboletas no jardim,flor de tecido,infantil,roupa infantil,mini flor",Mini flor de tecido com perola
C55C16,8027,"Lindos centros de mesa no tema CHUVA DE AMOR e CHUVA DE BENÇÃOS que irão encantar seus convidados!! 
Confeccionamos 4 modelos a escolha do cliente. ( Servem para menina ou menino). 
Todo confeccionado em EVA (emborrachado) e reforçado na base para dar uma maior sustentação a sua lembrança. 
 
Obs: Os doces são meramente ilustrativos, não acompanham o centro de mesa. 
 
Conheça também outros produtos que fazemos nesse tema. ( Exemplos, potinhos de vidro decorados para menina ou menino, topo de bolo temático, ponteiras para lápis, porta guloseima feito com rolinho e forrado em eva e muito mais.. ). 
Se informe. 
 
Fazemos centros de mesa e várias lembrancinhas em qualquer tema. Qualquer dúvida estamos a disposição. Att. Daniele",https://img.elo7.com.br/product/main/1F45C50/centro-de-mesa-chuva-de-amor-chuva-de-bencaos-menina-o-centro-de-mesa-de-nuvem-em-eva.jpg,"lembrancinhas de cha de bebe menina,lembrancinhas,chuva de benção,centro de mesa chuva de amor para chá de bebê,lembrancinha chuva de amor,lembrancinha chuva de amor em eva,centro de mesa nuvem,centro de mesa chá de bebê,festa infantil chuva de amor,nuvem em eva,nuvem,chuva de amor,doces,centro de mesa menino,centro de mesa de nuvem em eva,arco iris em eva,centro de mesa menina,chuva de benção menina,arco iris,raquete sacolinha,kit ping pong sacola,centro de mesa chuva de benção,lembrancinha chuva de benção,centro de mesa de nuvem azul para chá de bebê,festa infantil chuva de benção,centro de mesa chuva de amor,ping pong personalizado,centro de mesa,menino,centro de mesa coração,centro de mesa chuva de bençãos para chá de bebê,guloseimas,lembrança",CENTRO DE MESA CHUVA DE AMOR - CHUVA DE BENÇÃOS (MENINA (O))
AFA27F,8039,"3 rolos para cama de solteiro 
188 x 78 ou 188 x 88 
 
*Sendo nas medidas: 
2 rolos 188 x 13 _ lateral maior 
1 rolo 54 x 13 _ cabeceira 
 
TecidoS a escolha do cliente 
100% algodão 
Capas com zíper 
Enchimentos em plumante siliconizado antialérgico 
 
",https://img.elo7.com.br/product/main/1E51C43/3-rolos-laterais-solteiro-montessori.jpg,"kit berço rolinho,kit berço menino,rolo,montessori,rolo cama solteiro,casinha,solteiro,kit berço rolo,cama,kit cama montessoriana,rolo para cama infantil,montessoriano,casa,kit berço menina",3 rolos solteiro
8899B8,8451,"Caixinha margarida. 
Tampa com efeito 3D de uma margarida, deixando a caixinha muito mais charmosa!!! 
Deixe a apresentação de sua mesa linda para seus convidados, eles vão amar!!!!! 
Podem ser entregues como lembrancinhas para seus convidados. 
Papel collor plus 180 gramas. 
Produzimos nas cores do tema de sua festa. 
Enviamos já montadas 
 
 
SOMENTE CLICAR EM COMPRAR SE TIVER CERTEZA , POIS PAGAMOS TAXAS . 
SE TIVER ALGUMA DÚVIDA ENTRE PRIMEIRO EM CONTATO CONOSCO , ATRAVÉS DE CONTATAR VENDEDOR, PARA DEPOIS FAZER A SUA ENCOMENDA. 
Altura: 6.00 cm 
Comprimento: 10.50 cm 
Peso: 11 g",https://img.elo7.com.br/product/main/1574EC9/caixa-margarida-abelha.jpg,"caixa de papel,caixa,festa,lembrança,festa personalizada menina,caixinha,caixinha para convidados,baleiro,convidados,caixinha de papel lembrancinha,lembrança jardim,festa abelhinha,festa personalizada,scrap,festa jardim das borboletas,caixa margarida,recordação,amarelo,lembrancinha personalizada,papel scrap,papel e cia,regador jardim,abelha,flores,criança,personalizado,aniversário jardim encantado,lembrancinhas,garrafinha,caixinha de papel,favo de mel,abelhinha",Caixinha de papel
AA4C7C,8934,"O Atelie Assuncao deixa sua festa ou lembrancinha inesquecíveis ! Todos os itens feitos com muito carinho, dedicação e atenção e bom gosto ... personalizamos os itens no tema que desejar ! 
 
Caixa Transformers 
Obs.: não acompanha doces",https://img.elo7.com.br/product/main/1AEF03F/caixa-transformers-scrapbook.jpg,"transformes,scrapbook,atelie_assuncao,decoração transformers,silhouette,timedefutebol,lembrancinhas,caixa,quarto personalizdo,transformar,caixapersonalizada,festa infantil transformers,portadoces,80anos,festa transformers,personalizado,festa",Caixa Transformers
A53E8E,8968,"ATENÇÃO 
 
- Este anuncio é para medida 120-L x 200-L cm 
 
? DÚVIDAS FREQUENTES 
 
LIMPEZA DO ADESIVO 
A limpeza deve ser feita apenas com água ou sabão neutro, evitar o uso de produtos químicos. Não utilizar escovas ou acessórios ásperos para a limpeza, pois podem danificar o material. 
 
APLICAÇÃO DO ADESIVO 
Para aplicação é necessário que o local seja em uma superfície lisa. 
 
SE MOLHAR PODE ESTRAGÁ-LO? 
Não, nosso material é impermeável, sendo assim não há nenhum problema em molhá-lo. 
 
A INSTALAÇÃO É DIFÍCIL? 
Junto com o adesivo enviamos um manual de aplicação de como aplicar. 
 
HÁ PERIGO DO ADESIVO VIER A AMASSAR NO TRANSPORTE? 
Sem risco algum de amassados! Pois usamos uma embalagem especial em forma de tubo que garante a chegada do Adesivo para Box em perfeitas condições até sua residência. Não se preocupe! 
 
PRECISO DE ESPATULA PARA APLICAR O ADESIVO? 
Não. A espátula ajuda sim na aplicação, mas ela é opcional, você pode utilizar uma flanela ou um cartão de crédito para aplicá-lo.",https://img.elo7.com.br/product/main/1A1E90E/papel-de-parede-mapa-mundi-infantil.jpg,"interior,papel de parede,adesivo 3d,decoração,papel de parede mapa mundi,decoração mapa mundi,criança,papel de parede infantil,adesivo para banheiro,papel de parede mapa mundi infantil,mapa mundi,infantil,adesivo mapa mundi,quarto,adesivo,adesivo de parede,adesivo decorativo,box,mapa mundi infantil,mapas,adesivo box,quarto de bebê,casa,decoração quarto infantil",Papel de Parede Mapa Mundi Infantil
AC3FC3,9134,"Fralda pintada à mão + 2 Sachês para perfumar 
 
Tema: Bailarina 
 
Acabamento em tecido estampado 
 
Aceitamos encomendas. Colocamos o nome do bebê na fralda. Contate-nos. 
 
Trabalhamos com todos os tipos de desenhos. 
 
Feito sob encomenda. Prazos de entregas negociáveis. 
 
CORES E ESTAMPAS DO TECIDO DE ACABAMENTO PODEM VARIAR CONFORME NOSSOS ESTOQUES 
 
PRAZO DE ENTREGA: Verifique sempre o prazo exposto em cada um de nossos produtos. 
Lembrando que estes prazos são negociáveis, uma vez que os produtos, em sua maioria, são feitos sob encomendas. Se nosso prazo não lhe atender, consulte-nos a possibilidade de o ajustarmos. 
O prazo de entrega passa a contar após a confirmação de pagamento. ATENÇÃO: Quando comprar mais de um item de nossa loja o prazo de produção indicado em cada item DEVE SER SOMADO. 
IMPORTANTE: Não podemos nos responsabilizar pelo prazo de entrega disposto pelos Correios à sua região. Atente-se a isso!!!",https://img.elo7.com.br/product/main/1B3D3F1/fralda-pintada-a-mao-bailarina-bebe.jpg,"bebê,jujubas,evangélico,cremer,laribug,sabonete,fraldas pintada a mão,romeu e julieta,crochê,evangelio,bailarina,pintura em tecido infantil fraldas,fralda pintada,leribug,jack,spa day,disney,fralda pintada para menina,infantil,artesanato,pintada,menino,kit,sachê,almofada de colorir,pintura em fralda,criança,tecido estampado,menina",Fralda pintada à mão Bailarina
CC7445,9440,centro de mesa Hidrante da patrulha canina em papel color plus 180g,https://img.elo7.com.br/product/main/2068B07/hidrante-da-patrulha-canina-festa.jpg,"festa,hidrante,mesa,centro de mesa,festa paw patrol,hidrante em feltro,patrulha canina,scrap,centro de mesa patrulha canina,anivversário paw patrol,decoração paw patrol,festa patrulha canina,hidrante patrulha canina,centro de mesa hidrante,patrulha",centro de mesa Hidrante da patrulha canina
A04F9F,9541,"Lembrancinha/ centro de mesa/ decoração! 
Temos outras opções de cores para as mini rosas!!!!",https://img.elo7.com.br/product/main/194FE8D/lembrancinha-centro-de-mesa-para-batizad-casamento.jpg,"decoração de mesa 15 anos,anjinho,decoração,1 eucaristia,aniversário 15 anos,1 comunhão,centro de mesa batizado,batizado,centro de mesa festa 15 anos,festa infantil,centro de mesa,quarto infantil,centro mesa 15 anos,lembrança,noivado,lembrancinha de mdf 15 anos,infantil,festa,lembrancinhas,arranjo de mesa para aniversario 80 anos,casamento,latinhas para lembrancinhas,bodas,flores,arranjo de mesa,decoração de mesa aniversário 15 anos,evento,lembrancinha festa 1 ano,clean",Lembrancinha/centro de mesa para Batizad
9D97A4,9697,"Cavalinho de pau em feltro para Lembrancinhas de aniversário no tema Fazendinha e nascimento. 
Confeccionado em feltro, 100% manual. 
 Peça feita sob encomenda. Prazo de confecção da peça é de até 20 dias úteis após a confirmação do pagamento. 
Tamanho do cavalinho é 7 cm altura e 7 cm de comprimento.. 
 
* Disponível em cores Femininas",https://img.elo7.com.br/product/main/18DDE28/lembrancinhas-de-cavalinho-de-pau-cavolo.jpg,"menina,cavalo de pau em feltro,festa fazendeiro,cavalinho,festa haras,festa do boizinho,tecido,cavalinho em feltro,bala no alvo,feltro,ponteira lapis cavalinho pocoto,lembrancinhas,menino,cavalo de pau,festa fazendinha menino,cavolo,lembrancinha cavalo,palito,festa,cavalinho de pau",Lembrancinhas de cavalinho de pau
C9C947,10403,"Vestido temático infantil Galinha Pintadinha 
tecido oxford 
tamanho de 0 a 08 anos 
Temos diversos personagens, cores e modelos",https://img.elo7.com.br/product/main/1FFC597/vestido-tematico-infantil-galinha-pintadinha-tematico.jpg,"personalizado,infantil,tema,comprar vestidos,vestido galinha pintadinha,vestido temático,my litler poney,vestido tema galinha pintadinha,modelo,galinha pintadinha,vestido",Vestido Temático Infantil Galinha Pintadinha
A78A6B,10722,"Ótima opção de lembrancinha, muito lindo e útil ! 
 
Faça seus copos long drink personalizados, a impressão é direta no copo, produto lavável e de ótima qualidade. 
 
Nos envie as informações para personalização, caso houver dúvidas entre em contato, será um prazer atender. 
 
Descrição: Copo long drink 
Tamanho: 15,5x6cm 
Cores: verificar disponibilidade 
Impressão: direto no copo 
* Apenas na frente.",https://img.elo7.com.br/product/main/1A7C8B9/copo-long-drink-dia-dos-professores-copinho.jpg,"lembrancinhas,personalizado,lembrancinha personalizada toy story,copo personalizado,copo long drink,copo dia dos professores,professores,copo professor,lembrancinha dia dos professores,dia dos professores,long drink,copo long drink personalizado,copinho,long,drink,copo,lembrancinha long drink",Copo Long Drink Dia dos Professores
A07C40,11567,"Forminhas para docinhos DPA - Detetives do Prédio Azul. 
 
Confeccionadas com cartolina Canson 185g/m2 (alta qualidade) 
 
A quantidade comprada, será dividida igualmente nas cores disponíveis (Amarelo, Verde e Vermelho).",https://img.elo7.com.br/product/main/19572E5/forminha-para-doces-dpa-lupa-e-pegadas-azul.jpg,"tubete dpa,festa dpa,prédio,detetives,severino,festa detetives do prédio azul,leocádia,lupa,pegadas,lupa dpa,lembrança dpa,doces,forminhas para doces,dpa,festa,detetives do prédio azul,docinhos,bento,sol,azul,festadpa,predio azul,enfeite,theobaldo,forminhas,pippo",Forminha para doces DPA (Lupa e Pegadas)
ACA26E,11578,"ROUPÃO PERSONALIZADO NOIVA, MADRINHA, MÃE DA NOIVA, MÃE DO NOIVO, NOIVA LINDA, SOGRA DA NOIVA, DEBUTANTE, MÃE DA DEBUTANTE, BODAS DE OURO, DAMINHA ETC, PRODUTOS DE ALTÍSSIMA QUALIDADE, FABRICAMOS E PERSONALIZAMOS EM VÁRIAS CORES E EM TODOS OS TAMANHOS (P.M.G e GG) ADULTO E INFANTIL, TEMOS NO MOMENTO NAS CORES PRETO, VERDE CLARO, BRANCO, VINHO, AZUL ROYAL, AZUL TURQUESA, CHAMPANHE, ROSA BEBÊ , ROSA CHICLETE E PINK ( FAVOR PERGUNTAR DISPONIBILIDADE ANTES DA COMPRA, TAMBÉM VENDEMOS ROUPÕES LISOS COM ÓTIMO PRECO, TEMOS O MENOR PRAZO DE ENTREGA E QUALIDADE, FABRICAMOS E PERSONALIZAMOS.",https://img.elo7.com.br/product/main/1B4D275/robe-personalizado-robe-make-off.jpg,"personalizado,make off,15 anos,roupão bordado noiva,robe personalizado para o dia da noiva,roupão,robe bordado,make off da noiva,hobby,roupão para noiva,robe debutante,robe make off,roupão para maternidade,roupão personalizado,robe,roupão bordado,robe personalizado casamento,dia da noiva,robe personalizado,roupão personalizado debutante,roupão para o dia da noiva,roupão para salão,debutante",ROBE PERSONALIZADO
C91F5F,11592,"7 ORIXÁS A SUA ESCOLHA, EXCELENTE PRESENTE, DECORAÇÃO, PROTEÇÃO, FEITO EM RESINA. 
 
 
 
CARACTERÍSTICAS : 
 
 
 
Altura Aproximada : 15 cm a 18 cm. 
 
Comprimento Aproximado : 5 cm a 6,5 cm. 
 
Profundidade Aproximada : 5 cm a 6,5 cm. 
 
Peso Aproximado de cada um: 150 g a 250 g. 
 
Produto : 100% resina de alta qualidade. 
 
Conteúdo da embalagem : 7 Orixás a sua escolha, podendo ser também Pretos Velhos, Ciganos e Zé Pilintra, Produto novo e com nota Fiscal. 
 
Observação : Produto Artesanal, pode haver alterações nos tons de cores, pronto para ser batizado com o nome a sua escolha. Produto lavável e não lasca, muito mais resistente que o gesso. 
 
Orixás e demais imagens a serem escolhidas : 
 
OXUM 
OSSAIN 
OXAGUIAN 
EWÁ 
NANÃ 
EXU 
POMBAGIRA 
OXUMARÉ 
OGUM 
OXALÁ 
PRETO VELHO 
PRETA VELHA 
IEMANJÁ 
OMOLU 
XANGO 
LOGUN EDÉ 
OXOSSI 
ZÉ PELINTRA 
CIGANO 
CIGANA",https://img.elo7.com.br/product/main/1FE15B2/7-orixas-a-sua-escolha-imagem-estatua-altar-resina-estatueta-umbanda.jpg,"imagem,imagens de orixas,exu,iemanjá,ração,preto velho,umbanda,ogum,obaluaê,estátua,imagens umbanda,estátua resina,oxum,alt,xangô,orixá,imagens de resina orixas",7 Orixás A Sua Escolha Imagem Estatua Altar Resina Estatueta
6FD180,12232,"Alem de um lindo presente, ainda vai ajudar a tratar através da Aromaterapia males do corpo para uma vida melhor, aromatica e saudavel. 
Quem gosta de si, sabe que a Aromaterapia é o melhor e mais natural caminho para cuidar de nossa saúde fisica e espiritual. 
Estes novos colares são em Murano, próprios para usar com o óleo essencial de sua preferencia. Basta destampar e colocar o aroma que precisa e passar o dia sentindo os benefícios que a natureza tem para nos oferecer através do óleo essencial. 
Em cores variadas mas são exclusivos então nos consulte antes de efetuar sua compra. Quantidade limitada. 
Se quiser economizar no frete, consulte-nos sobre a compra com os óleos essenciais. 
Pingente com aproximadamente 2 a 3 cm. 
PREÇO DA UNIDADE 
 
APÓS COMPRAR AQUI PELO SITE, SE PREFERIR VOCÊ PODE RETIRAR ESTE PRODUTO EM NOSSA LOJA FÍSICA NA ACLIMAÇÃO-SP 
 
ROSA DE LUZ",https://img.elo7.com.br/product/main/21A6C1A/pingente-difusor-pessoal-em-murano.jpg,"colorido,ocultismo,difusor pessoal,difusor,pingente,vidro,ceramic,murano,pessoal,óleo,colar difusor,cordão,aroma,vegetal,presente,colar difusor pessoal,colar,óleos essenciais,pingente para difusor,aromaterapia",Pingente Difusor Pessoal em Murano
CDB4DF,12339,"Este é um PRODUTO DIGITAL. Nenhum material impresso será enviado pelos Correios. 
 
A amostra da arte será enviada para o email cadastrado no Elo7 dentro de 24h (dias úteis exceto feriados) após a confirmação de pagamento e dos dados do convite serem enviados. Depois que a amostra for aprovada, enviamos a arte final dentro de 24h (dias úteis exceto feriados). Se for preciso fazer alterações o prazo poderá se estender. 
 
=A arte final é enviada em dois formatos: JPEG (para envio virtual/whatsapp) e PDF (para impressão) 
=Medida do Convite: 10cm x 15cm 
 
---------------------------------------------------------------------------------------------- 
Você está adquirindo o produto IGUAL ao modelo adicionado em seu carrinho de compras. Os seus dados pessoais (nome, idade, endereço, data) serão acrescentados na arte final. 
Quer mudar o tema? Mudar cores? Inserir outras informações ou mudar o texto? 
FALE CONOSCO ATRAVÉS DA OPÇÃO CONTATAR VENDEDOR, ANTES DE REALIZAR A COMPRA PARA VERIFICAR A POSSIBILIDADE DE ALTERAÇÃO. 
---------------------------------------------------------------------------------------------- 
 
O cliente poderá solicitar até 3 alterações. Após a 3ª será cobrado o valor adicional de R$ 5,00 por cada alteração solicitada. Observação: Essas alterações se restringem a aumentar ou diminuir o texto ou o nome, trocar as cores do texto, mudar algum dado que já havia sido passado ou trocar telefone. Você está adquirindo o modelo igual ao da foto e portanto já é possível ter uma ideia geral de como será sua arte final. 
 
Horário de envio da amostra e da arte final: 
Segunda a Sexta das 09:30hs às 19:00hs (exceto feriados) 
 
As cores finais podem variar de acordo com o tipo de impressora, tipo de papel, etc. Imprima em casa sempre com a máxima qualidade e não em formato rascunho, pois isso irá distorcer as cores finais. Procure gráficas idôneas e bem recomendadas para garantir uma boa qualidade no produto final. 
 
NÃO SERÁ ENVIADO ARQUIVO EDITÁVEL DE NENHUMA ARTE. 
 
Estamos à disposição para solucionar qualquer dúvida. 
Boas compras!",https://img.elo7.com.br/product/main/209C151/convite-lol-surprise-arte-digital-o.jpg,"convite lol surprise,lol surprise,convite de celular lol surprise,convite infantil,convite zap l,convite adolescente,surpresa digital,convite personalizado,convite,convite online lol,papel,lol,convite zap lol surpresa,digital,convite whats lol,convite lol,convite virtual lol surpresa,arte digital,convite lol surpresa,convite celular l,convite frete grátis,convite online lol surpresa,convite digital para aniversário infantil,convite zap lol surprise,surprise,convite imprimir lol surprise,bug 6,convite virtual digital lol surprise,convite imprimir lol,convite personalizado lol surprise,aniversário video game,arte,festa lol,convite digital lol",Convite LOL Surprise | Arte Digital
A091F6,13073,"Encantes seus convidados com esta linda lembrancinha personalizada. 
 Almofadas 20x28 
 
Primeiramente gostaria de lembrá-los que nossas almofadas são produzidas a mão, ou seja, você está adquirindo um produto totalmente artesanal, sendo assim o tamanho e cores pode variar de um para o outro. 
Todos os nossos anúncios são digitais (lembrando que pode haver pequenas variações de cores conforme os monitores) 
Leia atentamente todas as informações, ao clicar em comprar você aceita todas as condições descritas nesta aba DETALHES e também POLÍTICAS DA LOJA. 
******************************************************************************************* Almofadas Personalizadas Tamanho 20x28 
Após a confirmação dos pagamentos, entraremos em contato, 
 Será enviado ao cliente duas artes, podendo fazer até duas alterações. 
O prazo para produção das artes é de dois dias úteis. 
O prazo para confecção das almofadas e de 15 dias úteis. 
Este valor se refere à personalização somente da frente da almofada, para personalização do verso é cobrado uma taxa (verificar taxa com vendedor) 
As almofadas são confeccionamos em qualquer tema, de acordo com a necessidade de cada cliente. 
*********************************************************************************************** 
 
Nossas almofadas são produzidas em: 
*Tecido 100% Poliéster. 
*Enchimento com fibra siliconizada. 
*Antialérgica. 
*As almofadas podem variar de tamanho devido à virada do tecido para a costura. 
*A área de impressão de cada almofada é 20 x 28 
*As almofadas pesam aprox. 65 gramas 
NÃO TRABALHAMOS COM EMBALAGENS FESTIVAS! 
 
Para pedidos com urgência favor usar o campo de perguntas. 
*************************************************************************************** 
O prazo de entrega após o envio fica por conta dos Correios. 
Recomendamos comprar com uma margem de segurança contando com possíveis atrasos dos Correios. 
Não nós responsabilizamos por: 
*Atraso dos correios na entrega 
**Endereços errados 
**Nesse caso o produto retornará e o cliente pagará novo frete para reenvio da mercadoria. 
***************************************************************************** 
Aprovação da arte: 
É de inteira responsabilidade do cliente a correção da arte, o cliente recebera a ultima a arte é de seu dever informar ao vendedor qualquer erro que esteja na arte, caso o cliente não o faça, será de responsabilidade de o cliente aceitar a mesmo como esta, o vendedor só será responsável pelas artes que não foram aprovadas pelo cliente. Neste caso faremos a troca e o novo envio é de responsabilidade do vendedor. 
*************************************************************************** 
Trocas e Devolução: 
Não serão aceitas trocas, pois os mesmo se tratam de produtos personalizados, portanto não há como revender o mesmo. 
Devoluções só serão aceitas nos casos de haver algum defeito no produto, como costura ou arte errada (neste caso o que não foi aprovado pelo cliente) 
Atenção: 
Compras que não forem efetuadas com 7 dias será cancelada automaticamente. 
Qualquer duvida, estaremos à sua disposição.",https://img.elo7.com.br/product/main/195AF2B/almofada-personalizada-dia-do-professor-almofadinhas.jpg,"presente dia dos professores,almofada personalziada,almofada frozen,lembrancinha personalizada,almofada personalizada dia dos professores,almofadinha,almofada personalizada lol surprise,lembrancinha dia dos professores,professores,cesta personalizada dia dos professores,almofada e mascara personalizada,almofada personalizada,travesseirinho,dia dos professores",Almofada Personalizada Dia do Professor
