oid,ind,description,img,tags,title
C3D9E4,1563,"CASINHA COM 27 MINI-MÓVEIS DESMONTADOS 
 
MEDIDAS DA CASINHA 
Altura-60CM 
Largura-45CM 
Profundidade-20CM 
 
LISTA DOS MÓVEIS PARA CADA CASINHA 
Banheiro 
* 1Chuveiro * 1 Banheira * 1 Vaso sanitário * 1 Pia 
Sala 
* 1 Sofá 3 lugares * 2 Sofás 1 lugar * 1 Rack * 1 TV * 1 Abajur * 1 Mesa de Centro 
Lavanderia 
* 1 Tábua de Passar Roupas * 1 Máquina de Lavar 
Quarto 
* 1 Mesa de Canto * 1 Cama * 1 Guarda Roupas (porta articulada) * 1 Penteadeira * 1 Banquinho * 1 Cadeira de Balanço 
Cozinha 
* 1 Mesa * 4 Cadeiras * 1 Geladeira ( portas abrem) * 1 Pia * 1 Sugar, Fogão e Forno 
 
MATERIAL 
MDF 2,8MM - CORTE A LASER 
 
COM MANUAL DE MONTAGEM 
 
NESTE ANÚNCIO TODOS OS ANÚNCIOS SÃO ENVIADOS DESMONTADOS POR MEDIDAS DE SEGURANÇA CONTRA QUEBRAS. FORNECEMOS O LINK PARA MONTAGEM APÓS EFETUAR A COMPRA. VEJA NOSSOS ANÚNCIOS COM OS ACESSÓRIOS (CARRO, PARQUE, CABINE TELEFÔNICA, ENTRE OUTROS...",https://img.elo7.com.br/product/main/1F058CF/casinha-boneca-polly-27-moveis-brinquedo-madeira-poli-polly-madeira.jpg,"casinha de madeira infantil,casinha polly,casinha de boneca de madeira usada,casinha de boneca de madeira,casinha de boneca,polly pocket,brinquedo infantil,móveis,casinha made infantil projeto,brinquedos,casinha de boneca da polly,boneca,moveis casinha de boneca,brinquedo de madeira,moveis de madeira,polimento,casinha de madeira,polly,infantil,casinha,casa,madeira,mdf,moveis polly,boneca polly",Casinha Boneca Polly +27 Móveis Brinquedo Madeira Poli Polly
B8E0A,1565,"BOLSAS PARA MENINOS, LEMBRANCINHAS DE ANIVERSÁRIO 
ESCOLHA A COR QUE QUISER 
VALOR UNITÁRIO",https://img.elo7.com.br/product/main/2B2B95/jogador-de-futebol-bolsas-meninos.jpg,"lembrancinhas de aniversario tema futebol,bolsa,jogador de futebol,lembrancinha futebol,menino,festa,lembrancinhas,festa futebol,aniversário futebol,lembrancinha festa futebol,lembrancinha aniversario futebol,futebol,bolsa futebol,aniversário,jogar,tema futebol,aniversario tema futebol,lembrancinha tema futebol",JOGADOR DE FUTEBOL -FUTEBOL LEMBRANCINHA
CD13CE,1568,"Após a confirmação do pagamento despachamos em até 10 dias uteis. 
Quantidade minima para compra 10 peças. 
Precisando que seja fabricado com urgência negociar com o vendedor. 
 
 
Lembrancinha com Imã de geladeira detales em patina dourada mandala com 7 cm. 
Aplique espirito santo em biscuit, 
Outras opções: anjo ou Nossa Senhora. 
 
Incluso embalagem: saquinho de celofane, fita rami e tag com dados do evento na fitinha como na foto. 
 
Lembrancinhas para eventos: batizado, comunhão, crisma, casamento, natal, dia das mães, religioso, corporativo...... 
 
Por favor quando efetuar o pedido fique atento nas mensagens entre comprador e vendedor (receberá um aviso no seu email. 
Tempo de produção + Frete (dias úteis, não contam sábados, domingos e feriados), 
Mais opções de lembrancinhas no nosso álbum.",https://img.elo7.com.br/product/main/209BDCC/lembrancinha-aniversario-80-anos-aniversario-90-anos.jpg,"lembrancinha aniversario 90 anos,aniversário de 50 anos,batizado,lembrancinha de aniversário,80 anos,lembrancinha 80 anos,lembrancinha aniversário 70 anos,lembrancinha 90 anos,nascimento,crisma,lembrancinha 50 anos,lembrancinha batizado,espírito santo,90 anos,aniversario 90 anos,aniversário,lembrancinha 90 ano eva,lembrancinhas,lembrancinha 70 anos,lembrancinha aniversario 50 anos,lembrancinha anos 80,casamento,lembrancinhas aniversario 80 anos,aniversário 70 anos,aniversario 80 anos",Lembrancinha aniversario 90 anos
9F4B40,1576,"Delicadas, belas e agradáveis. Sem dúvidas as suculentas são uma excelente lembrança! 
 
Personalizamos de acordo com sua necessidade. 
(Cor da fita e arte aplicada) 
 
Dimensões: 
Altura - 10,5cm 
Frente - 5cm 
 
Contém: Suculenta/cacto, embalagem e plaquinha. 
 
Entre em contato conosco e faça um orçamento. 
 
* São vivas. Necessário regar. 
* Embalagem e plaquinhas inclusas. 
* Suculentas e cactos são variados, não é possível enviar apenas uma espécie. 
 
Acima de 100 unidades, solicitamos fechar o pedido antecedência. 
 
*ATENÇÃO* 
SUCULENTAS e CACTOS não podem ser entregues via correio. Por serem delicadas e necessitarem de um cuidado especial, a entrega é feita somente via motorista ou pode ser retirado em meu endereço mediante agendamento.",https://img.elo7.com.br/product/main/1E0C7D6/lembrancinha-suculentas-e-cactos.jpg,"páscoa,empresa,maternidade,chá de bebê,miraculous,lembrança,60 anos,lembrancinha aniversário 1 ano,lembrancinha aniversário 1 ano menino,30 anos,lembrancinha de aniversário,presente,suculenta lembranca aniversario,azul,casamento,cactos,decoração,batizado,lembrança suculenta,suculenta lembrancinha,lembrancinha aniversario 50 anos,malévola,mãe,chá,50 anos,lembrancinha aniversario 60 anos,lembrancinha aniversário 70 anos,dia da árvore,lembrancinhas,rosa,platinhas,aniversário,sininho,festa,delicado,lembrancinha aniversario adulto,mini jardim de cactos e suculentas,70 anos,rainha má,suculentas",Lembrancinha de Aniversário Suculentas e Cactos
B99CA4,1579,"Deixe o quarto do seu filho muito legal com os painéis em mdf da Bezalel Madeiras. 
super brinde: nome do seu filho 
 
Painel de parede em mdf para quarto de bebê – decoração infantil 
 
Feitos em mdf 3mm sem pintura 
o mdf é um material fácil de pintar, ele aceita vários tipos de tintas(tinta automotiva, tinta de parede, esmalte sintético, tinta de artesanato, se for usar spray passe um fundo antes porque o mdf puxa muito essa tinta) a nossa sugestão é tinta de artesanato por ela ser a base de água, fácil de manusear, de limpar e a maioria não ter cheiro. 
a fixação pode ser feita com fita dupla face de boa qualidade ou com algum tipo de cola, isso vai depender da sua parede e como vai querer fixar. 
 
Todos painéis são embalados com muito critério e cuidado devido às peças pequenas, o ideal é que você abra a embalagem com cuidado em local adequado para não perder peças. 
 
As medidas podem sofrer pequenas diferenças a maior ou a menor, praticamente imperceptível. 
 
Painel Bailarina 
 
- 1 nome com até 40 cm de comprimento (a altura é definida proporcionalmente) BRINDE 
 
- 2 notas musicais com 20 cm de altura e 10 cm de comprimento cada 
 
- 1 coroa com 15 cm de altura e 20 cm de comprimento 
 
- 2 bailarinas com 25 cm de altura e 26 cm de comprimento cada 
 
- 1 sapatilha com 30 cm de altura e 17 cm de comprimento 
 
- 2 bailarinas com 30 cm de altura e 12 cm de comprimento cada 
 
- 2 flores com 9 cm de altura e 8 cm de comprimento cada 
 
- 4 faixas com 9 cm de altura e 40 cm de comprimento cada",https://img.elo7.com.br/product/main/1D6046B/painel-de-parede-para-decoracao-quarto-de-bebe-bailarina-mdf-bebe.jpg,"decoração de parede em mdf para quarto de bebe,painel mdf quarto infantil,mdf,parede,decoração,decoração quarto de bebê,decoração quarto,bailarina,infantil,painel,quarto de bebê bailarina,bailarina mdf,quarto,quarto de bebê,painel bailarina,decoração bebê,painel em mdf para quarto de bebe,baby,painel de parede quarto bebê,bebê,decoração quarto bailarina",Painel de parede para Decoração quarto de bebê Bailarina MDF
8CFA00,1581,"Otima qualidade em tecido, costurada em maquina reta industrial com bainha dobrada de aproximadamente 1 centimetro. 
 
Tecido oxford é de facil lavagem, não amarela e nem desfia. 
 
Super recomendado para, casamento, buffet, festas, bodas, picnic, bares, hotel, pousada.",https://img.elo7.com.br/product/main/162E952/toalha-de-mesa-cobre-manchas-pousada.jpg,"bar,toalha de mesa para festa,picnic,toalha de mesa descartavel para festas,hotel,cobre mesa,mesa,15 anos,toalha de mesa,cobre mancha,toalha de mesa para festa de casamento,toalha de mesa oxford,bodas,pousada,dobrada,toalha de mesa com cobre mancha,oxford,festa,toalha,casamento,restaurante",Toalha de Mesa + Cobre Manchas
B95A36,1584,"Atendemos somente a cidade de São Paulo, Capital. 
Vendemos bolos por quantidade de fatias (convidados) e não por peso. 
 
Ao entrar em contato, por favor informar: 
- a quantidade de pessoas que serão servidas, 
- massa e recheio desejados, 
- se deverá ser entregue em prato, ou base laminada (no caso do cliente já possuir um suporte), 
- data para retirada 
 
Sabores Massas e Recheios copiar e colar em seu navegador ou link verde “Mostruário” abaixo da descrição: 
https://www.elo7.com.br/maisondubrigadeiro/mostruario 
 
Em São Paulo Capital os doces deverão ser retirados pelo cliente, no bairro Butantã (Zona Oeste), pois NÃO possuímos serviço de entrega. 
 
# Antes de efetuar a compra, por favor verificar nossa politica de loja # 
https://www.elo7.com.br/maisondubrigadeiro/politicas",https://img.elo7.com.br/product/main/22C1BBC/bolo-de-festa-bolo-decorado-unicornio-bolo-festa-infantil.jpg,"bolo,sobremesa,bolo decorado com chantilly infantil,bolos decorados infantil masculino,bolo personalizado,bolo festivo,festa,doces finos,unicórnio,bolo de aniversário,bolo decorativo unicórnio,bolos de aniversario decorado,bolo pasta americana,aniversário,bolo decorado,bolo de chocolate,bolo de casamento,bolo sob encomenda butantã,bolo unicornio,bolo de festa,bolo decorado tema biblia,festa infantil,bolo festa adulto,doces,bolo decorado infantil,bolo espatulado,bolo unicornio pasta americana,tema unicórnio",Bolo de Festa | Bolo Decorado | Unicórnio
8EC7E2,1586,"Vestido Infantil de Renda. Forro: Cetim. Com bordado na cintura. 
 
Tamanho -------Busto----- Cintura------Comprimento 
01 ano-------------53---------52-----------54 
02 anos------------55---------54------------60 
03 anos------------57---------56------------63 
04 anos------------59---------58------------66 
05 anos------------61---------60------------69 
06 anos------------63---------62------------72",https://img.elo7.com.br/product/main/1678FD5/vestido-de-festa-infantil-azul-vestido-luna.jpg,"vestido infantil princesinha,vestido infantil de formatura,roupa de festa infantil,vestido infantil azul,vestido de formatura azul,vestido infantil batizado,vestido luna,vestido para casamento no cartorio,vestido infantil princesa,vestido de festa infantil azul,vestido infantil aniversario,vestido infantil azul princesa,vestido de festa com renda,vestido infantil para casamento,vestidos infantil de festa de aniversario,vestido infantil azul royal,vestido 1 ano,vestido de gala infantil,vestidos festa infantil,roupa infantil para festa,festa infantil,vestidos de festa infantil para comprar,vestido infantil festa,vestido de festa para criança,vestido,vestido infantil,vestido de festa,vestido de criança,vestido azul royal,vestido infantil de renda,vestido azul infantil festa,vestido galinha pintadinha",Vestido de Festa Infantil Azul
85D9F4,1588,"(O.B.S POR SER FEITO COM MADEIRA NATURAL DE DEMOLIÇÃO O PRODUTO PODE TER VARIAÇÃO EM TONALIDADE DE CORES) 
 Suporte Global Para Plantas Ornamentais, Flores, Orquídeas Etc. É produzido com madeira derivada de reaproveitamento. Em sua grande maioria derivado de demolição de construções, ela é limpa e devidamente tratada a base de selador e verniz marítimo, deixando-o assim muito resistente ao sol e chuva. Seus nichos também são feitos de madeira, possui ganchos galvanizados para fixação, e o melhor é que pode ser movimentado de acordo com seu gosto, Tudo muito rico em beleza e ao mesmo tempo simples e rústico, o que proporciona bom PREÇO e QUALIDADE 
Itens Inclusos 
1 - Suporte para plantas feito em madeira",https://img.elo7.com.br/product/main/1A9832B/suporte-flores-plantas-orquideas-madeira-vasos-moveis.jpg,"ecológico,sacadas,flores,jardinagem,suporte de madeira para flores na parede suporte de madeira para vasos de plantas,madeira,horta de tempero,suporte de parede para plantas,suporte,suporte de madeira para plantas,painel,quadro vivo,plantas,jardim,arranjo para varanda,moveis sacada,painel de plantas vertical,arranjo de flores,suporte para orquídeas,trelica e suportes de arranjos,vaso,suporte de madeira para vasos de parede suporte de madeira para vasos de flores,suporte de parede para vasos,floreira,moveis sustentaveis,varanda,floreira de parede,suporte para vasos de orquideas,vaso cachepot,suporte para plantas,orquídea,terraço gourmet",Suporte Flores Plantas Orquídeas Madeira 6 Vasos Móveis
7CE440,1589,"Toalha aveludada de lavabo bordada e personalizada. 
Cores a escolher. 
 
Valor por unidade: 
 
 Valor de 1 a 10 unidades= R$ 28,52 cada 
Valor de 11 a 30 unidades= R$ 25,67 cada 
Valor de 31 a 60 unidades= R$ 23,10 cada 
Valor acima de 61 unidades= R$ 20,79 cada 
 
Marca: Dohler 
Modelo: artesanalle 
Tamanho: 0,30 x 0,45 
 
*************************************************************** 
 
Transformar Logo em Matriz de bordado custo adicional de R$40,00 
 
*************************************************************** 
 
Nos pedidos acima de 30 unidades o prazo de produção se estende para 20 dias uteis. 
 
**************************************************************** 
 
Prazos de emergência por favor consultar disponibilidade. 
 
**************************************************************** 
 
Devido a cor de cada monitor, as cores de cada produto podem sofrer alterações. 
 
*************************************************************** 
 
Para ver modelos de bordados e apliques favor acessar nosso mostruário. 
 
*************************************************************** 
 
Produto artesanal , podendo ter alterações conforme estoque. 
 
*********************************************************************",https://img.elo7.com.br/product/main/13870ED/toalha-de-lavabo-dia-dos-professores-nome-bordado.jpg,"professores,presente,toalha bordada dia dos professores,presente professor,toalha de lavabo,toalha bordada,toalha,dia dos professores presentes,batizado,corujinha,dia dos professores,escolar,bordado,presente dia dos professores,toalha dia dos professores,personalizada,lembrancinhas,nome bordado",Toalha de Lavabo Dia dos Professores
CBE497,1591,"Garrafa em vidro com frases personalizadas. 
 
Prazo de entrega: prazo para postagem contado a partir da aprovação do layout pelo cliente. Incluir prazo de trânsito da mercadoria de acordo com a forma de envio solicitada (PAC, SEDEX, motoboy, etc). 
 
Frase, tag e cor do laço serão escolhidos após confirmação da compra.",https://img.elo7.com.br/product/main/2051D3D/garrafa-com-frases-personalizadas-frases-personalizadas.jpg,"presente madrinha,frases de bar,lettering,personalizado,frase cozinha,frases,presente padrinhos de casamento,lembrancinha chá bar,decoração,garrafa personalizada pres,presente,namorada,lembrancinha para padrinhos e madrinhas,frase personalizada,frases para cha bar,presente madrinha de casamento,garrafa personalizada,casamento,garrafa,lembrancinhas,lembrancinha madrinhas de casamento,chá bar lembrancinha,personalizada,festa",Garrafa com frases personalizadas
6A9CB1,1594,"Molde Silicone 
 
Placa Gesso 3D Quadradinhos 
 
Molde Confeccionado para fabricação de placas em gesso para decoração em paredes. 
Deixe seu ambiente muito mais charmoso. 
 
Mede aprox. 28 x 28 cm",https://img.elo7.com.br/product/main/10AB325/molde-silic-placa-gesso-3d-quadradinhos-moldes-silicone.jpg,"molde de silicone para gesso,parede gesso 3d preco,molde silicone gesso 3d,gesso,ambiente,molde para gesso,placas gesso parede,3d,molde gesso 3d,gesso 3d,placa de gesso 3d,decoração,molde de silicone cofre gesso,placa decorativa gesso 3d,moldes silicone placa gesso,molde de silicone,placas de revestimento 3d adesivo,molde,molde silicone gesso parede,placa de gesso,molde para placa de gesso 3d,moldes placas",Molde Silic. Placa Gesso 3D Quadradinhos
964CB9,1668,"KIT FESTA CHÁ REVELAÇÃO PARA LOCAÇÃO 
 
Este kit vem pronto para você decorar sua mesa de chá revelação de forma prática e criativa e só se preocupar com sua diversão! Para este tema escolhemos peças para decoração com dois bolos, mas você pode modificar esta sugestão ou adicionar outras peças como desejar! 
 
Criamos ainda toda sua papelaria personalizada, desde o convite, até caixas, rótulos e enfeites, para incrementar sua decoração. 
 
- 01 Boleira AZUL bebê G lisa com pé cerâmica TAMANHO 30 X 16,5CM ALTURA 
- 01 Boleira ROSA bebê G lisa com pé cerâmica TAMANHO 30 X 16,5CM ALTURA 
- 01 Suporte AZUL bebê M liso para doces com pé cerâmica TAMANHO 26 X 13CM ALTURA 
- 01 Suporte ROSA bebê M liso para doces com pé cerâmica TAMANHO 26 X 13CM ALTURA 
- 01 Suporte AZUL bebê P flor com pé cerâmicaTAMANHO18 X 13CM ALTURA 
- 01 Suporte ROSA P onda com pé cerâmica TAMANHO18 X 12CM ALTURA 
- 01 Bota em porcelana AZUL bebê com 15 cm de altura 
- 01 Bota em porcelana ROSA bebê com 15 cm de altura 
- 01 Bandeja AZUL bebê oval rendada G em cerâmica TAMANHO37 X 22CM 
- 01 Bandeja ROSA oval rendada G em cerâmica TAMANHO37 X 22CM 
 
Nossos kits são apenas sugestões, você pode modificá-los como desejar! 
 
Para ENCOMENDAR OU MODIFICAR SEU KIT entre em contato com a loja através do botão CONTATE VENDEDOR informando o seu CEP e data de sua festa que checamos valores de entrega, disponibilidade do kit e possíveis trocas de produtos. 
 
ATENDEMOS PARA RETIRADAS E ENTREGAS EM MOEMA, RESPECTIVAMENTE ÀS SEXTAS E SEGUNDAS, COM HORA MARCADA ENTRE 10 E 16H, OU A COMBINAR, DE ACORDO COM O DIA DA FESTA. 
 
VOCÊ AINDA PODE INCREMENTAR SUA FESTA COM NOSSA PAPELARIA PERSONALIZADA NO TEMA ESCOLHIDO. VEJA COM O VENDEDOR! 
 
OBS: Produto válido apenas para locação na cidade de São Paulo e adjacências!",https://img.elo7.com.br/product/main/17AE9A0/kit-festa-cha-revelacao-aluguel-aluguel-de-pratos-para-bolo-e-doces.jpg,"chá de bebê,suporte bolo aluguel,festa provençal,suporte para bolo,locação de louças para festa,aluguel suporte bolo recife,suporte para bolo e doces,porcelanas para festa,enfeite,festa infantil,suporte doce porcelana,decoração,revelação,kit festa,aluguel de louças para festa,aluguel festa chá revelação,decoração chá revelação,suporte louca bolo doce,aluguel decoração chá revelação,aluguel batizado,aluguel,mesa,chá revelação,kit festa locação,locação decoração chá revelação,prato doce aluguel,bandeja,aluguel de pratos para bolo e doces,chá de bebê revelação,enfeite chá de bebê,aluguel decoração festa chá de bebê,aluguel festa,aluguel decoração chá de bebê revelação,mesa chá de bebê revelação aluguel,aluguel bandeja doce",Suporte Bolo e Doces para Chá Revelação - ALUGUEL
